customer_id,customer_type,age,gender,area,dietary_preference,spice_preference,avg_spending_npr,loyalty_member,loyalty_status,spending_category
1354,Local,56,Male,Kalanki,Non-Vegetarian,Medium,878,FALSE,Non-Loyal,Medium
1355,Tourist,31,Female,Maharajgunj,No Preference,Mild,1202,FALSE,Non-Loyal,High
1356,Tourist,37,Female,Thamel,Non-Vegetarian,Mild,2414,FALSE,Non-Loyal,High
1357,Corporate,28,Male,Maharajgunj,Vegetarian,Hot,1002,FALSE,Non-Loyal,High
1358,Local,31,Female,Battisputali,No Preference,Hot,939,FALSE,Non-Loyal,Medium
1359,Tourist,43,Female,New Baneshwor,Non-Vegetarian,Medium,845,FALSE,Non-Loyal,Medium
1360,Local,25,Female,Kalimati,Non-Vegetarian,Medium,543,TRUE,Loyal,Medium
1361,Local,27,Male,Lazimpat,Vegetarian,Medium,406,FALSE,Non-Loyal,Low
1362,Tourist,43,Male,Chabahil,Non-Vegetarian,Mild,2104,FALSE,Non-Loyal,High
1363,Tourist,38,Male,Maharajgunj,No Preference,Mild,1124,FALSE,Non-Loyal,High
1364,Student,21,Female,Koteshwor,Vegetarian,Medium,503,FALSE,Non-Loyal,Medium
1365,Student,19,Female,Kalanki,Non-Vegetarian,Mild,641,FALSE,Non-Loyal,Medium
1366,Local,55,Female,Battisputali,Non-Vegetarian,Medium,887,TRUE,Loyal,Medium
1367,Corporate,49,Male,Kalimati,Vegetarian,Mild,1095,FALSE,Non-Loyal,High
1368,Local,38,Male,Thamel,Non-Vegetarian,Mild,377,FALSE,Non-Loyal,Low
1369,Corporate,40,Female,Battisputali,Non-Vegetarian,Hot,1179,FALSE,Non-Loyal,High
1370,Local,47,Female,Bouddha,Non-Vegetarian,Medium,859,FALSE,Non-Loyal,Medium
1371,Corporate,42,Female,Battisputali,Vegetarian,Medium,962,FALSE,Non-Loyal,Medium
1372,Student,18,Female,Putalisadak,Vegetarian,Mild,479,TRUE,Loyal,Low
1373,Local,23,Female,Koteshwor,Non-Vegetarian,Medium,685,FALSE,Non-Loyal,Medium
1374,Local,39,Female,Jorpati,No Preference,Medium,886,FALSE,Non-Loyal,Medium
1375,Student,20,Female,Putalisadak,Non-Vegetarian,Medium,333,FALSE,Non-Loyal,Low
1376,Tourist,60,Male,Chabahil,Vegetarian,Mild,1425,FALSE,Non-Loyal,High
1377,Corporate,33,Male,New Baneshwor,Non-Vegetarian,Mild,534,FALSE,Non-Loyal,Medium
1378,Tourist,25,Female,Maharajgunj,Non-Vegetarian,Medium,1493,FALSE,Non-Loyal,High
1379,Local,58,Male,New Baneshwor,Non-Vegetarian,Medium,341,TRUE,Loyal,Low
1380,Student,25,Male,Kalimati,Non-Vegetarian,Medium,388,FALSE,Non-Loyal,Low
1381,Local,33,Male,Thamel,No Preference,Hot,793,FALSE,Non-Loyal,Medium
1382,Local,30,Male,Chabahil,Non-Vegetarian,Medium,601,FALSE,Non-Loyal,Medium
1383,Local,57,Male,Putalisadak,Non-Vegetarian,Hot,693,FALSE,Non-Loyal,Medium
1384,Tourist,55,Female,Balkhu,Vegetarian,Medium,2422,FALSE,Non-Loyal,High
1385,Local,46,Male,Durbarmarg,No Preference,Hot,519,TRUE,Loyal,Medium
1386,Tourist,29,Male,Kalanki,Non-Vegetarian,Hot,2144,FALSE,Non-Loyal,High
1387,Local,27,Female,Jorpati,Non-Vegetarian,Mild,606,FALSE,Non-Loyal,Medium
1388,Corporate,29,Male,New Baneshwor,Non-Vegetarian,Mild,877,FALSE,Non-Loyal,Medium
1389,Local,44,Male,Balkhu,Non-Vegetarian,Mild,605,FALSE,Non-Loyal,Medium
1390,Local,39,Female,Durbarmarg,No Preference,Medium,802,TRUE,Loyal,Medium
1391,Local,23,Male,Maharajgunj,No Preference,Medium,973,TRUE,Loyal,Medium
1392,Corporate,40,Female,New Baneshwor,Non-Vegetarian,Medium,770,FALSE,Non-Loyal,Medium
1393,Expat,37,Male,Baluwatar,Vegetarian,Mild,1931,TRUE,Loyal,High
1394,Local,46,Male,Thamel,No Preference,Medium,373,TRUE,Loyal,Low
1395,Local,42,Male,Baluwatar,Non-Vegetarian,Hot,612,TRUE,Loyal,Medium
1396,Local,54,Female,Koteshwor,Non-Vegetarian,Mild,892,FALSE,Non-Loyal,Medium
1397,Local,33,Female,Durbarmarg,Non-Vegetarian,Medium,753,FALSE,Non-Loyal,Medium
1398,Local,52,Male,Jorpati,Non-Vegetarian,Medium,662,TRUE,Loyal,Medium
1399,Student,25,Male,Putalisadak,Non-Vegetarian,Medium,270,FALSE,Non-Loyal,Low
1400,Local,55,Female,Balkhu,Non-Vegetarian,Medium,383,FALSE,Non-Loyal,Low
1401,Local,27,Female,Lazimpat,No Preference,Medium,889,FALSE,Non-Loyal,Medium
1402,Student,21,Male,Baluwatar,Non-Vegetarian,Mild,252,FALSE,Non-Loyal,Low
1403,Tourist,37,Male,Maharajgunj,Vegetarian,Mild,2224,FALSE,Non-Loyal,High
1404,Tourist,33,Male,Thamel,Non-Vegetarian,Mild,2000,FALSE,Non-Loyal,High
1405,Student,26,Male,Koteshwor,Non-Vegetarian,Mild,656,TRUE,Loyal,Medium
1406,Local,26,Male,Kalimati,Non-Vegetarian,Medium,979,FALSE,Non-Loyal,Medium
1407,Local,59,Female,Balkhu,Non-Vegetarian,Mild,346,FALSE,Non-Loyal,Low
1408,Local,40,Male,Durbarmarg,Non-Vegetarian,Mild,819,FALSE,Non-Loyal,Medium
1409,Expat,40,Male,Maharajgunj,Non-Vegetarian,Mild,1822,TRUE,Loyal,High
1410,Local,27,Female,Kalimati,No Preference,Mild,552,FALSE,Non-Loyal,Medium
1411,Expat,26,Female,Durbarmarg,Non-Vegetarian,Hot,1880,TRUE,Loyal,High
1412,Expat,34,Male,Jorpati,Non-Vegetarian,Hot,1475,FALSE,Non-Loyal,High
1413,Expat,20,Female,Balkhu,Non-Vegetarian,Medium,992,FALSE,Non-Loyal,Medium
1414,Student,20,Male,Bouddha,Non-Vegetarian,Medium,480,TRUE,Loyal,Low
1415,Tourist,64,Male,Kalanki,Non-Vegetarian,Mild,1982,FALSE,Non-Loyal,High
1416,Corporate,26,Female,Lazimpat,Non-Vegetarian,Medium,744,FALSE,Non-Loyal,Medium
1417,Local,49,Female,Kalimati,Non-Vegetarian,Hot,892,FALSE,Non-Loyal,Medium
1418,Expat,30,Female,Kalanki,No Preference,Mild,1402,TRUE,Loyal,High
1419,Local,47,Male,Chabahil,Non-Vegetarian,Hot,741,TRUE,Loyal,Medium
1420,Tourist,63,Male,Balkhu,Non-Vegetarian,Medium,2063,FALSE,Non-Loyal,High
1421,Expat,44,Male,Baluwatar,Vegetarian,Mild,1536,FALSE,Non-Loyal,High
1422,Local,30,Female,Kalimati,Non-Vegetarian,Hot,749,FALSE,Non-Loyal,Medium
1423,Local,41,Female,Maharajgunj,Non-Vegetarian,Hot,950,FALSE,Non-Loyal,Medium
1424,Local,33,Female,Kalanki,Vegetarian,Mild,650,FALSE,Non-Loyal,Medium
1425,Local,40,Female,Lazimpat,Vegetarian,Medium,851,FALSE,Non-Loyal,Medium
1426,Local,52,Male,Thamel,Vegetarian,Medium,348,FALSE,Non-Loyal,Low
1427,Corporate,25,Male,Bouddha,Non-Vegetarian,Medium,1160,FALSE,Non-Loyal,High
1428,Local,21,Female,Bouddha,Vegetarian,Mild,349,FALSE,Non-Loyal,Low
1429,Student,23,Female,Thamel,Non-Vegetarian,Hot,256,FALSE,Non-Loyal,Low
1430,Local,45,Male,Baluwatar,Vegetarian,Medium,367,TRUE,Loyal,Low
1431,Student,26,Female,New Baneshwor,Vegetarian,Hot,481,FALSE,Non-Loyal,Low
1432,Student,25,Male,New Baneshwor,Vegetarian,Hot,360,FALSE,Non-Loyal,Low
1433,Local,55,Female,New Baneshwor,Non-Vegetarian,Medium,391,FALSE,Non-Loyal,Low
1434,Local,22,Male,Kalanki,Non-Vegetarian,Medium,493,FALSE,Non-Loyal,Low
1435,Local,54,Female,Maharajgunj,Non-Vegetarian,Medium,982,FALSE,Non-Loyal,Medium
1436,Local,40,Male,Durbarmarg,No Preference,Hot,304,FALSE,Non-Loyal,Low
1437,Tourist,55,Male,Putalisadak,No Preference,Mild,1591,FALSE,Non-Loyal,High
1438,Local,53,Female,Lazimpat,Non-Vegetarian,Hot,935,TRUE,Loyal,Medium
1439,Student,24,Male,Baluwatar,No Preference,Mild,443,FALSE,Non-Loyal,Low
1440,Expat,45,Male,New Baneshwor,Vegetarian,Medium,1089,FALSE,Non-Loyal,High
1441,Expat,57,Male,Durbarmarg,Non-Vegetarian,Hot,1570,TRUE,Loyal,High
1442,Student,26,Male,Putalisadak,Non-Vegetarian,Hot,413,FALSE,Non-Loyal,Low
1443,Local,55,Female,New Baneshwor,Non-Vegetarian,Medium,529,FALSE,Non-Loyal,Medium
1444,Local,46,Male,Battisputali,Non-Vegetarian,Medium,729,TRUE,Loyal,Medium
1445,Tourist,60,Male,New Baneshwor,No Preference,Medium,1793,FALSE,Non-Loyal,High
1446,Local,28,Male,Putalisadak,Non-Vegetarian,Medium,372,TRUE,Loyal,Low
1447,Local,59,Male,Koteshwor,Non-Vegetarian,Hot,589,FALSE,Non-Loyal,Medium
1448,Student,20,Male,Bouddha,Non-Vegetarian,Medium,545,FALSE,Non-Loyal,Medium
1449,Corporate,49,Male,Durbarmarg,Non-Vegetarian,Medium,1168,TRUE,Loyal,High
1450,Student,27,Male,Kalanki,No Preference,Hot,212,TRUE,Loyal,Low
1451,Student,22,Female,New Baneshwor,Non-Vegetarian,Medium,455,TRUE,Loyal,Low
1452,Local,23,Male,Battisputali,Vegetarian,Hot,706,FALSE,Non-Loyal,Medium
1453,Local,35,Male,Jorpati,Vegetarian,Medium,837,FALSE,Non-Loyal,Medium
1454,Tourist,22,Female,Kalanki,Non-Vegetarian,Mild,1509,FALSE,Non-Loyal,High
1455,Tourist,48,Female,Maharajgunj,No Preference,Mild,1853,FALSE,Non-Loyal,High
1456,Expat,49,Male,New Baneshwor,Vegetarian,Hot,1613,FALSE,Non-Loyal,High
1457,Local,37,Female,Baluwatar,Non-Vegetarian,Medium,465,TRUE,Loyal,Low
1458,Local,22,Male,Balkhu,Non-Vegetarian,Medium,638,FALSE,Non-Loyal,Medium
1459,Local,42,Male,Koteshwor,Non-Vegetarian,Hot,759,FALSE,Non-Loyal,Medium
1460,Local,51,Male,New Baneshwor,Non-Vegetarian,Mild,650,FALSE,Non-Loyal,Medium
1461,Corporate,44,Male,Lazimpat,No Preference,Medium,1395,TRUE,Loyal,High
1462,Local,53,Female,Koteshwor,Non-Vegetarian,Hot,854,FALSE,Non-Loyal,Medium
1463,Local,50,Female,Kalanki,Non-Vegetarian,Hot,351,TRUE,Loyal,Low
1464,Local,54,Female,Durbarmarg,No Preference,Mild,561,FALSE,Non-Loyal,Medium
1465,Local,25,Female,Lazimpat,Vegetarian,Medium,585,TRUE,Loyal,Medium
1466,Tourist,63,Male,Lazimpat,Vegetarian,Medium,2156,FALSE,Non-Loyal,High
1467,Corporate,46,Female,Maharajgunj,Non-Vegetarian,Hot,912,TRUE,Loyal,Medium
1468,Local,47,Female,Lazimpat,Non-Vegetarian,Hot,847,TRUE,Loyal,Medium
1469,Local,58,Male,Thamel,Vegetarian,Medium,570,FALSE,Non-Loyal,Medium
1470,Tourist,33,Male,Durbarmarg,Non-Vegetarian,Mild,1567,FALSE,Non-Loyal,High
1471,Student,26,Female,Chabahil,Non-Vegetarian,Hot,368,FALSE,Non-Loyal,Low
1472,Student,25,Male,Battisputali,Non-Vegetarian,Medium,541,FALSE,Non-Loyal,Medium
1473,Local,24,Female,Kalimati,Non-Vegetarian,Medium,885,FALSE,Non-Loyal,Medium
1474,Tourist,36,Male,Kalanki,Non-Vegetarian,Mild,1805,FALSE,Non-Loyal,High
1475,Tourist,34,Male,Battisputali,Non-Vegetarian,Medium,2025,FALSE,Non-Loyal,High
1476,Local,28,Male,Putalisadak,Non-Vegetarian,Mild,895,FALSE,Non-Loyal,Medium
1477,Student,21,Male,Chabahil,Non-Vegetarian,Hot,653,FALSE,Non-Loyal,Medium
1478,Local,36,Female,Putalisadak,Vegetarian,Medium,924,TRUE,Loyal,Medium
1479,Expat,21,Female,Putalisadak,No Preference,Mild,1314,FALSE,Non-Loyal,High
1480,Local,47,Male,Thamel,Vegetarian,Mild,335,TRUE,Loyal,Low
1481,Local,24,Female,Kalimati,No Preference,Medium,787,TRUE,Loyal,Medium
1482,Corporate,42,Male,Baluwatar,No Preference,Mild,769,FALSE,Non-Loyal,Medium
1483,Local,37,Female,Kalanki,Non-Vegetarian,Mild,488,FALSE,Non-Loyal,Low
1484,Local,47,Female,Battisputali,Non-Vegetarian,Medium,588,TRUE,Loyal,Medium
1485,Tourist,44,Female,Chabahil,Non-Vegetarian,Mild,1580,TRUE,Loyal,High
1486,Local,32,Male,Maharajgunj,Vegetarian,Hot,611,TRUE,Loyal,Medium
1487,Student,26,Female,Kalanki,Non-Vegetarian,Medium,241,FALSE,Non-Loyal,Low
1488,Local,36,Male,Thamel,Non-Vegetarian,Mild,830,TRUE,Loyal,Medium
1489,Corporate,33,Male,Thamel,Non-Vegetarian,Mild,1158,FALSE,Non-Loyal,High
1490,Local,45,Female,Durbarmarg,Non-Vegetarian,Hot,539,TRUE,Loyal,Medium
1491,Student,23,Female,Kalanki,Non-Vegetarian,Hot,219,FALSE,Non-Loyal,Low
1492,Local,48,Female,Kalanki,No Preference,Hot,708,TRUE,Loyal,Medium
1493,Local,40,Male,Durbarmarg,No Preference,Medium,628,FALSE,Non-Loyal,Medium
1494,Expat,20,Male,New Baneshwor,Non-Vegetarian,Medium,1105,FALSE,Non-Loyal,High
1495,Corporate,39,Male,New Baneshwor,No Preference,Mild,1023,FALSE,Non-Loyal,High
1496,Student,27,Female,Chabahil,Non-Vegetarian,Medium,620,FALSE,Non-Loyal,Medium
1497,Local,27,Male,Baluwatar,Non-Vegetarian,Medium,815,TRUE,Loyal,Medium
1498,Student,27,Male,New Baneshwor,Non-Vegetarian,Mild,258,FALSE,Non-Loyal,Low
1499,Local,40,Male,Koteshwor,Vegetarian,Hot,797,TRUE,Loyal,Medium
1500,Tourist,27,Male,Kalanki,No Preference,Mild,1159,FALSE,Non-Loyal,High
1501,Tourist,43,Female,Koteshwor,No Preference,Mild,1553,FALSE,Non-Loyal,High
1502,Local,33,Female,Baluwatar,Non-Vegetarian,Hot,412,FALSE,Non-Loyal,Low
1503,Tourist,55,Male,Balkhu,Non-Vegetarian,Mild,816,FALSE,Non-Loyal,Medium
1504,Local,51,Female,Balkhu,Non-Vegetarian,Medium,357,FALSE,Non-Loyal,Low
1505,Local,29,Female,New Baneshwor,Non-Vegetarian,Mild,920,FALSE,Non-Loyal,Medium
1506,Local,37,Male,Bouddha,Vegetarian,Medium,447,FALSE,Non-Loyal,Low
1507,Tourist,54,Male,Lazimpat,No Preference,Mild,988,FALSE,Non-Loyal,Medium
1508,Local,52,Male,Putalisadak,Non-Vegetarian,Medium,370,FALSE,Non-Loyal,Low
1509,Tourist,25,Female,Durbarmarg,Non-Vegetarian,Mild,1419,FALSE,Non-Loyal,High
1510,Local,30,Female,Lazimpat,Non-Vegetarian,Hot,580,FALSE,Non-Loyal,Medium
1511,Tourist,31,Male,Lazimpat,Non-Vegetarian,Medium,1965,FALSE,Non-Loyal,High
1512,Local,32,Male,New Baneshwor,Non-Vegetarian,Mild,834,TRUE,Loyal,Medium
1513,Local,39,Male,Jorpati,Non-Vegetarian,Mild,614,TRUE,Loyal,Medium
1514,Corporate,40,Male,Battisputali,Vegetarian,Mild,1309,TRUE,Loyal,High
1515,Local,21,Female,Chabahil,Non-Vegetarian,Mild,718,FALSE,Non-Loyal,Medium
1516,Local,47,Female,Thamel,Non-Vegetarian,Mild,630,FALSE,Non-Loyal,Medium
1517,Expat,53,Female,Lazimpat,No Preference,Medium,1966,FALSE,Non-Loyal,High
1518,Student,27,Male,Kalimati,No Preference,Mild,227,FALSE,Non-Loyal,Low
1519,Local,36,Male,Koteshwor,Non-Vegetarian,Hot,607,FALSE,Non-Loyal,Medium
1520,Expat,28,Male,Putalisadak,Non-Vegetarian,Medium,949,FALSE,Non-Loyal,Medium
1521,Local,44,Female,Baluwatar,Non-Vegetarian,Medium,307,FALSE,Non-Loyal,Low
1522,Student,25,Female,Chabahil,No Preference,Medium,282,FALSE,Non-Loyal,Low
1523,Local,38,Male,Kalimati,Non-Vegetarian,Mild,634,FALSE,Non-Loyal,Medium
1524,Expat,44,Male,Kalimati,Vegetarian,Mild,877,FALSE,Non-Loyal,Medium
1525,Corporate,44,Female,Lazimpat,Vegetarian,Hot,512,TRUE,Loyal,Medium
1526,Expat,22,Male,Thamel,Non-Vegetarian,Medium,892,FALSE,Non-Loyal,Medium
1527,Local,20,Male,Jorpati,Vegetarian,Medium,983,FALSE,Non-Loyal,Medium
1528,Tourist,41,Female,Balkhu,Vegetarian,Hot,1993,TRUE,Loyal,High
1529,Corporate,31,Female,Putalisadak,Non-Vegetarian,Mild,820,FALSE,Non-Loyal,Medium
1530,Expat,51,Male,Putalisadak,Non-Vegetarian,Hot,1375,TRUE,Loyal,High
1531,Expat,50,Female,Durbarmarg,Non-Vegetarian,Medium,824,FALSE,Non-Loyal,Medium
1532,Local,40,Male,Baluwatar,Non-Vegetarian,Mild,924,FALSE,Non-Loyal,Medium
1533,Corporate,26,Female,Kalimati,Non-Vegetarian,Medium,919,TRUE,Loyal,Medium
1534,Student,20,Male,New Baneshwor,Non-Vegetarian,Medium,464,FALSE,Non-Loyal,Low
1535,Corporate,26,Female,Battisputali,Vegetarian,Hot,740,FALSE,Non-Loyal,Medium
1536,Local,34,Female,Durbarmarg,Non-Vegetarian,Medium,799,FALSE,Non-Loyal,Medium
1537,Corporate,38,Male,New Baneshwor,Vegetarian,Mild,618,TRUE,Loyal,Medium
1538,Local,30,Male,Chabahil,Non-Vegetarian,Medium,652,TRUE,Loyal,Medium
1539,Local,24,Female,Jorpati,Non-Vegetarian,Mild,963,FALSE,Non-Loyal,Medium
1540,Expat,31,Female,Durbarmarg,Non-Vegetarian,Medium,720,FALSE,Non-Loyal,Medium
1541,Local,33,Female,Kalanki,No Preference,Hot,867,FALSE,Non-Loyal,Medium
1542,Tourist,41,Female,Kalanki,Non-Vegetarian,Mild,889,FALSE,Non-Loyal,Medium
1543,Local,47,Female,Thamel,Non-Vegetarian,Hot,720,FALSE,Non-Loyal,Medium
1544,Local,41,Female,Bouddha,No Preference,Hot,571,FALSE,Non-Loyal,Medium
1545,Local,51,Female,Baluwatar,Non-Vegetarian,Hot,600,TRUE,Loyal,Medium
1546,Local,22,Female,Thamel,No Preference,Medium,385,TRUE,Loyal,Low
1547,Local,34,Female,Kalanki,Non-Vegetarian,Mild,309,FALSE,Non-Loyal,Low
1548,Tourist,37,Male,Baluwatar,Non-Vegetarian,Mild,1714,FALSE,Non-Loyal,High
1549,Tourist,29,Female,New Baneshwor,Non-Vegetarian,Mild,1743,FALSE,Non-Loyal,High
1550,Expat,23,Female,Durbarmarg,Non-Vegetarian,Mild,1921,TRUE,Loyal,High
1551,Local,37,Female,Lazimpat,Non-Vegetarian,Medium,585,FALSE,Non-Loyal,Medium
1552,Corporate,48,Female,Bouddha,Non-Vegetarian,Mild,1027,FALSE,Non-Loyal,High
1553,Expat,42,Female,Putalisadak,Non-Vegetarian,Mild,875,FALSE,Non-Loyal,Medium
1554,Local,45,Male,Jorpati,Non-Vegetarian,Medium,354,FALSE,Non-Loyal,Low
1555,Local,42,Female,Jorpati,Non-Vegetarian,Hot,476,FALSE,Non-Loyal,Low
1556,Local,56,Female,New Baneshwor,Non-Vegetarian,Hot,893,TRUE,Loyal,Medium
1557,Student,20,Male,Durbarmarg,Non-Vegetarian,Mild,237,TRUE,Loyal,Low
1558,Local,57,Female,Kalimati,Non-Vegetarian,Hot,544,TRUE,Loyal,Medium
1559,Corporate,25,Male,Maharajgunj,Non-Vegetarian,Hot,1403,FALSE,Non-Loyal,High
1560,Tourist,51,Male,Durbarmarg,No Preference,Medium,1978,FALSE,Non-Loyal,High
1561,Local,32,Male,Chabahil,Vegetarian,Medium,667,TRUE,Loyal,Medium
1562,Local,34,Male,Maharajgunj,Non-Vegetarian,Hot,541,FALSE,Non-Loyal,Medium
1563,Student,25,Male,Balkhu,Non-Vegetarian,Mild,603,FALSE,Non-Loyal,Medium
1564,Local,40,Male,Balkhu,Non-Vegetarian,Mild,962,FALSE,Non-Loyal,Medium
1565,Local,20,Female,Koteshwor,Non-Vegetarian,Mild,797,TRUE,Loyal,Medium
1566,Corporate,32,Male,Balkhu,No Preference,Medium,1098,TRUE,Loyal,High
1567,Local,46,Female,Balkhu,No Preference,Hot,412,FALSE,Non-Loyal,Low
1568,Corporate,26,Male,Battisputali,No Preference,Mild,1203,FALSE,Non-Loyal,High
1569,Tourist,24,Male,Jorpati,No Preference,Mild,1602,FALSE,Non-Loyal,High
1570,Local,47,Female,Chabahil,Non-Vegetarian,Medium,317,FALSE,Non-Loyal,Low
1571,Student,23,Female,Maharajgunj,Non-Vegetarian,Hot,378,FALSE,Non-Loyal,Low
1572,Student,23,Male,Maharajgunj,Non-Vegetarian,Mild,459,FALSE,Non-Loyal,Low
1573,Local,42,Male,Kalanki,Vegetarian,Hot,922,FALSE,Non-Loyal,Medium
1574,Local,41,Male,Thamel,No Preference,Hot,337,TRUE,Loyal,Low
1575,Corporate,42,Male,Bouddha,Non-Vegetarian,Mild,1304,TRUE,Loyal,High
1576,Local,54,Male,Chabahil,Non-Vegetarian,Mild,343,FALSE,Non-Loyal,Low
1577,Tourist,40,Male,Baluwatar,No Preference,Mild,2140,FALSE,Non-Loyal,High
1578,Corporate,26,Female,Koteshwor,Vegetarian,Mild,594,FALSE,Non-Loyal,Medium
1579,Local,34,Female,Battisputali,Non-Vegetarian,Medium,680,FALSE,Non-Loyal,Medium
1580,Local,25,Male,Koteshwor,Vegetarian,Hot,997,FALSE,Non-Loyal,Medium
1581,Student,27,Female,Thamel,Vegetarian,Medium,223,FALSE,Non-Loyal,Low
1582,Local,26,Male,Durbarmarg,Non-Vegetarian,Medium,640,TRUE,Loyal,Medium
1583,Corporate,44,Male,Baluwatar,Non-Vegetarian,Mild,1179,FALSE,Non-Loyal,High
1584,Local,39,Female,New Baneshwor,No Preference,Mild,924,FALSE,Non-Loyal,Medium
1585,Local,39,Female,Lazimpat,No Preference,Mild,641,FALSE,Non-Loyal,Medium
1586,Tourist,45,Female,Balkhu,No Preference,Medium,1400,FALSE,Non-Loyal,High
1587,Local,51,Female,Baluwatar,Non-Vegetarian,Medium,543,FALSE,Non-Loyal,Medium
1588,Local,53,Male,Battisputali,Non-Vegetarian,Mild,466,FALSE,Non-Loyal,Low
1589,Local,50,Male,Chabahil,Vegetarian,Mild,821,TRUE,Loyal,Medium
1590,Local,34,Female,Jorpati,Non-Vegetarian,Mild,882,FALSE,Non-Loyal,Medium
1591,Tourist,49,Male,Maharajgunj,Non-Vegetarian,Mild,855,FALSE,Non-Loyal,Medium
1592,Local,49,Male,Lazimpat,No Preference,Medium,456,FALSE,Non-Loyal,Low
1593,Local,31,Male,Durbarmarg,No Preference,Medium,701,TRUE,Loyal,Medium
1594,Student,21,Female,Thamel,No Preference,Medium,385,FALSE,Non-Loyal,Low
1595,Tourist,44,Male,Jorpati,Vegetarian,Mild,1989,FALSE,Non-Loyal,High
1596,Tourist,60,Female,Baluwatar,No Preference,Medium,1220,FALSE,Non-Loyal,High
1597,Tourist,52,Male,Chabahil,Vegetarian,Mild,2201,FALSE,Non-Loyal,High
1598,Tourist,38,Female,Jorpati,No Preference,Mild,2343,FALSE,Non-Loyal,High
1599,Student,21,Female,Kalanki,Non-Vegetarian,Medium,223,FALSE,Non-Loyal,Low
1600,Local,31,Male,Baluwatar,Non-Vegetarian,Medium,507,FALSE,Non-Loyal,Medium
1601,Corporate,48,Female,Kalimati,Non-Vegetarian,Hot,743,FALSE,Non-Loyal,Medium
1602,Local,39,Male,Jorpati,Vegetarian,Hot,996,FALSE,Non-Loyal,Medium
1603,Local,23,Male,Balkhu,Vegetarian,Medium,791,FALSE,Non-Loyal,Medium
1604,Local,26,Female,Maharajgunj,Non-Vegetarian,Medium,551,TRUE,Loyal,Medium
1605,Corporate,44,Male,Kalimati,Non-Vegetarian,Medium,1453,FALSE,Non-Loyal,High
1606,Expat,33,Female,Putalisadak,Vegetarian,Hot,1520,FALSE,Non-Loyal,High
1607,Student,21,Male,Kalimati,Non-Vegetarian,Mild,229,FALSE,Non-Loyal,Low
1608,Local,28,Female,Battisputali,No Preference,Hot,568,FALSE,Non-Loyal,Medium
1609,Local,22,Female,Koteshwor,Vegetarian,Hot,715,FALSE,Non-Loyal,Medium
1610,Local,43,Male,Thamel,No Preference,Medium,714,TRUE,Loyal,Medium
1611,Local,50,Female,Thamel,Non-Vegetarian,Medium,949,TRUE,Loyal,Medium
1612,Local,37,Female,Thamel,Non-Vegetarian,Mild,547,TRUE,Loyal,Medium
1613,Student,26,Male,Putalisadak,Non-Vegetarian,Medium,536,FALSE,Non-Loyal,Medium
1614,Local,43,Male,Bouddha,Vegetarian,Medium,885,TRUE,Loyal,Medium
1615,Local,38,Female,Lazimpat,Non-Vegetarian,Mild,904,TRUE,Loyal,Medium
1616,Local,46,Female,Bouddha,Non-Vegetarian,Medium,535,FALSE,Non-Loyal,Medium
1617,Student,27,Female,Jorpati,Non-Vegetarian,Medium,408,TRUE,Loyal,Low
1618,Student,18,Male,Kalimati,No Preference,Medium,681,TRUE,Loyal,Medium
1619,Tourist,61,Male,Koteshwor,Vegetarian,Mild,1785,TRUE,Loyal,High
1620,Corporate,49,Male,Bouddha,Vegetarian,Hot,892,FALSE,Non-Loyal,Medium
1621,Local,56,Male,Jorpati,No Preference,Hot,948,FALSE,Non-Loyal,Medium
1622,Corporate,35,Male,New Baneshwor,No Preference,Medium,1174,FALSE,Non-Loyal,High
1623,Expat,49,Male,Thamel,Non-Vegetarian,Hot,1165,FALSE,Non-Loyal,High
1624,Student,18,Male,Thamel,Non-Vegetarian,Medium,530,FALSE,Non-Loyal,Medium
1625,Local,48,Female,Maharajgunj,No Preference,Mild,805,TRUE,Loyal,Medium
1626,Local,46,Male,Kalimati,Non-Vegetarian,Mild,561,TRUE,Loyal,Medium
1627,Local,40,Female,Jorpati,No Preference,Hot,632,FALSE,Non-Loyal,Medium
1628,Corporate,43,Female,Thamel,Non-Vegetarian,Medium,1447,TRUE,Loyal,High
1629,Student,24,Male,Baluwatar,Non-Vegetarian,Mild,395,FALSE,Non-Loyal,Low
1630,Tourist,30,Male,Lazimpat,Non-Vegetarian,Medium,1950,FALSE,Non-Loyal,High
1631,Expat,27,Female,Chabahil,Non-Vegetarian,Medium,1868,TRUE,Loyal,High
1632,Local,24,Male,Putalisadak,No Preference,Hot,845,FALSE,Non-Loyal,Medium
1633,Local,45,Female,Baluwatar,Non-Vegetarian,Mild,824,FALSE,Non-Loyal,Medium
1634,Expat,56,Male,Bouddha,No Preference,Hot,1899,FALSE,Non-Loyal,High
1635,Student,21,Male,Balkhu,No Preference,Mild,394,TRUE,Loyal,Low
1636,Expat,23,Female,Jorpati,No Preference,Medium,1170,FALSE,Non-Loyal,High
1637,Local,38,Female,Kalimati,Vegetarian,Hot,671,FALSE,Non-Loyal,Medium
1638,Local,27,Female,Baluwatar,No Preference,Mild,512,TRUE,Loyal,Medium
1639,Local,46,Female,Balkhu,Non-Vegetarian,Hot,896,TRUE,Loyal,Medium
1640,Corporate,31,Female,Kalanki,No Preference,Mild,1041,FALSE,Non-Loyal,High
1641,Student,27,Male,Battisputali,No Preference,Medium,245,TRUE,Loyal,Low
